Original DOI,Citing_DOI,Title,Abstract,Authors,Authors Affiliation,Journal,Published Year
10.1002/ppap.201600098,10.1088/1361-6455/aa6e74,electron and positron molecule scattering: development of the molecular convergent close coupling method,"starting from first principles, this tutorial describes the development of the adiabatic nuclei convergent close coupling (ccc) method and its application to electron and (single centre) positron scattering from diatomic molecules. we give full details of the single centre expansion ccc method, namely the formulation of the molecular target structure; solving the momentum space coupled channel lippmann schwinger equation; deriving adiabatic nuclei cross sections and calculating v matrix elements. selected results are presented for electron and positron scattering from molecular hydrogen h2 and electron scattering from the vibrationally excited molecular hydrogen ion and its isotopologues (d2+, , hd+, ht+ and td+). convergence in both the close coupling (target state) and projectile partial wave expansions of fixed nuclei electron and positron molecule scattering calculations is demonstrated over a broad energy range and discussed in detail. in general, the ccc results are in good agreement with experiments.","Zammit, Mark C.;Fursa, Dmitry V.;Savage, Jeremy S.;Bray, Igor",curtin university;los alamos national laboratory theoretical division,"journal of physics b: atomic, molecular and optical physics",2017
10.1002/ppap.201600098,10.1088/1361-6595/aa6bdf,"calculated cross sections for electron collisions with nf 3, nf 2 and nf with applications to remote plasma sources","electron impact cross sections sets are constructed for the nitrogen trifluoride, nitrogen difluoride and nitrogen monofluoride molecules. these cross sections are based on ab initio r matrix calculations augmented by other procedures. cross sections are presented for elastic collisions, momentum transfer, dissociative electron attachment, electron impact dissociation, ionisation and dissociative ionisation. for nf process occurring via the metastable a 1 and b 1 + states are also considered. a semi empirical method of estimating the products of electron impact ionisation is proposed and tested for ammonia. the cross sections are extended to high energy where appropriate. the cross section set constructed is tested in a global model simulation of a low pressure, inductively coupled plasma based on a ar/nf3/o2 initial gas mixture.","Hamilton, James R.;Tennyson, Jonathan;Huang, Shuo;Kushner, Mark J.","university of michigan, ann arbor;university college london",plasma sources science and technology,2017
10.1002/ppap.201600098,10.1088/1361-6595/aa6669,qdb: a new database of plasma chemistries and reactions,"one of the most challenging and recurring problems when modeling plasmas is the lack of data on the key atomic and molecular reactions that drive plasma processes. even when there are data for some reactions, complete and validated datasets of chemistries are rarely available. this hinders research on plasma processes and curbs development of industrial applications. the qdb project aims to address this problem by providing a platform for provision, exchange, and validation of chemistry datasets. a new data model developed for qdb is presented. qdb collates published data on both electron scattering and heavy particle reactions. these data are formed into reaction sets, which are then validated against experimental data where possible. this process produces both complete chemistry sets and identifies key reactions that are currently unreported in the literature. gaps in the datasets can be filled using established theoretical methods. initial validated chemistry sets for sf6/cf4/o2 and sf6/cf4/n2/h2 are presented as examples.","Tennyson, Jonathan;Rahimi, Sara;Hill, Christian;Tse, Lisa;Vibhakar, Anuradha;Akello-Egwel, Dolica;Brown, Daniel B.;Dzarasova, Anna;Hamilton, James R.;Jaksch, Dagmar;Mohr, Sebastian;Wren-Little, Keir;Bruckmeier, Johannes;Agarwal, Ankur;Bartschat, Klaus;Bogaerts, Annemie;Booth, Jean Paul;Goeckner, Matthew J.;Hassouni, Khaled;Itikawa, Yukikazu;Braams, Bastiaan J.;Krishnakumar, E.;Laricchiuta, Annarita;Mason, Nigel J.;Pandey, Sumeet;Petrovic, Zoran Lj;Pu, Yi Kang;Ranjan, Alok;Rauf, Shahid;Schulze, Julian;Turner, Miles M.;Ventzek, Peter;Whitehead, J. Christopher;Yoon, Jung Sik","tel technology center, america, llc;korea institute of fusion energy;university of belgrade;tata institute of fundamental research, mumbai;micron technology incorporated;infineon technologies ag;tsinghua university;dublin city university;university college london;consiglio nazionale delle ricerche;west virginia university;international atomic energy agency, vienna;drake university;école polytechnique;universiteit antwerpen;applied materials incorporated;the open university;the university of texas at dallas;cnrs centre national de la recherche scientifique;ruhr universitat bochum;the university of manchester;jaxa institute of space and astronautical science",plasma sources science and technology,2017
10.1016/j.chemphys.2011.04.020,10.35848/1347-4065/adc9b9,"ion impact ionization in capacitively coupled ar plasma captured using gpu parallelized particle in cell, monte carlo collision simulation with a comprehensive ion neutral reactive collision model","this article reports an ionization by ar+ impact (i.e. process) found in simulations of capacitively coupled ar plasmas in a gaseous electronics conference reference cell. the simulation, which was performed using a combination of our in house gpu parallelized particle in cell, monte carlo collision model, and a comprehensive ion neutral collision model, has revealed for the first time that ionization by ar+ occurs in the vicinity of the powered electrode surface. although its impact on the plasma density is so small that the ionization rate can be negligible in comparison to other ion reaction rates for e.g. short and long range charge exchanges, its effect becomes significant by raising the voltage applied to the powered electrode due to an increase in energetic ar+ flux.","Denpoh, Kazuki;Kim, Jin Seok;Anderson, Matthew Hill;Matsukuma, Masaaki",tokyo electron limited,"japanese journal of applied physics, part 1: regular papers and short notes and review papers",2025
10.1016/j.chemphys.2011.04.020,10.1063/5.0254724,a computationally efficient fluid model for atmospheric pressure plasma jet simulation using a spherical charge approximation,"the paper presents a novel approach for the simulation of atmospheric pressure plasma jets, based on the fluid model under the drift diffusion approximation. the novelty lies in the approximation of the local electric field along the ionization wave propagation path as the combined field of multiple superposed spherical charges. this approximation alleviates the need for the solution of the poisson equation for the electric potential by utilizing the simple relation for the electric field of a uniform spherical charge. with this approach, the drift diffusion model can be reduced to a one dimensional approximation, while the electric field remains three dimensional. the main benefit of this model is the significant reduction of the computational cost, making it an effective testbed for plasma chemistry sets and a very efficient method for fully coupled plasma fluid dynamics solvers. to assess the accuracy of the proposed model, we compare simulations of the speed of the ionization wave front and the spatiotemporal evolution of various species, against experimental reference data.","Papadopoulos, Polycarpos K.;Svarnas, Panagiotis;Gazeli, Kristaq",laboratoire des sciences des procédés et des matériaux;university of patras,physics of plasmas,2025
10.1016/j.chemphys.2011.04.020,10.1063/5.0240808,langmuir probe current dynamics under medium pressure,"this study investigates the current transition time of a cylindrical langmuir probe as a function of background pressure using a 2d3v particle model of low temperature plasma under an external electric field. the probe potential was set positive relative to the plasma potential, and the stabilization of the probe current after a sudden change of the probe potential was observed. the transition time approaches the ion plasma oscillation period in near collisionless plasma conditions. in contrast, at higher pressures, the transition time is approximately governed by ion mobility, consistent with earlier experimental predictions.","Palacký, J.;Roučka, ",charles university,physics of plasmas,2025
10.1016/j.chemphys.2011.04.020,10.3390/plasma7040051,effect of cathode cooling in three dimensional simulations of an atmospheric pressure glow discharge,"the atmospheric pressure glow discharge (apgd) is a relatively simple and versatile plasma source used in a wide range of applications. active cooling of the cathode can effectively mitigate instabilities, leading to glow to arc transitions. this study investigates the effect of varying the degree of cathode cooling in apgd with a planar cathode in helium. the plasma flow model incorporates mass conservation, chemical species transport, momentum conservation, conservation of thermal energy of heavy species and of electrons, and electrostatics. the model is applied to time dependent simulations through a three dimensional computational domain describing the whole discharge, without geometric symmetry or steady state assumptions. simulations of an experimentally characterized apgd explore the effects of electric current and cathode cooling ranging from thermally insulated to extreme convective cooling. results show the formation of an annular region with high electric field over the cathode surface under conditions of high current and low cooling.","Boutrouche, Valentin;Trelles, Juan Pablo","francis college of engineering;the mathworks, inc.",plasma,2024
10.1016/j.chemphys.2011.04.020,10.1088/1361-6595/ad8c7c,numerical study on wave attenuation via 1d fully kinetic electromagnetic particle in cell simulations,"electromagnetic wave plasma interaction has drawn much attention recently due to numerous important technologies and applications, taking advantage of phenomena such as electromagnetic waves being reflected or absorbed in a plasma medium. the physics of wave plasma interaction can be complicated, when non uniform, non equilibrium, or anisotropic plasmas are involved, in which numerical simulations can be used to fill the gaps between theoretical solutions and experimental measurements. among many numerical methods, the particle in cell method, which can solve accurately both the electromagnetic fields and particle trajectories self consistently, would be the best choice to study wave plasma interaction problems as long as the computational cost can be accepted. however, the applications of particle in cell (pic) on wave plasma interaction remain rare, and the numerical effects of the pic method on accurately evaluating the wave attenuation have not been studied in depth. in this paper, a number of numerical parameters and physical parameters are tested using a 1d electromagnetic pic method plus monte carlo collision model. it is found that as long the as the basic pic criterion is met, the pic results can be trustable, and the numerical noise due to limited number of particles has a minor effect. the physical parameters of the em wave frequency, amplitude, the plasma temperature, thickness, and collision type are studied, and their effects on the wave attenuation are presented. in addition, strategies on establishing simulation setup and evaluating the wave attenuation in terms of power or energy are discussed.","Yan, Yize;Du, Fei;Tang, Jingfeng;Yu, Daren;Zhao, Yinjian",harbin institute of technology,plasma sources science and technology,2024
10.1016/j.chemphys.2011.04.020,10.1088/1361-6595/ad83ed,the impact of catalyst structure and loading material on the dynamics of plasma propagation in dielectric barrier discharges,"based on a two dimensional particle in cell/monte carlo collision model, the spatiotemporal dynamics of streamers in dielectric barrier discharges are investigated. the influence of coating materials with high dielectric constant (similar to catalysts) on pellets embedded in the bottom electrode is evaluated through numerical analysis. upon interaction with the streamers, the coating material is polarized, leading to significant changes in potential and electric field at various positions near its surface. this effect results in drastic changes in discharge behavior, even triggering the formation of new streamer branches at the edges of the coating. electrons display diverse energy distributions at various spatial positions and times during the streamer evolution, potentially impacting catalytic reaction rates. the plasma s penetration into pores of dielectric pellets is contingent upon the sizes of the pores, affecting the electron density, energy, and the velocity of surface streamers. the revealed mechanisms are advantageous for controlling discharge characteristics and optimizing plasma treatment applications.","Zhang, Lei Yu;Zhang, Quan Zhi;Mujahid, Zaka Ul Islam;Neuroth, Constantin;Berger, Birk;Schulze, Julian",ruhr universitat bochum;dalian university of technology,plasma sources science and technology,2024
10.1016/j.chemphys.2011.04.020,10.1088/1361-6463/ad59b2,study on the effects of medium low pressure and oxygen concentration on positive streamer based on a two dimensional fluid model,"we studied positive streamers with a 5 mm gap under 20 101 kpa pressure and 1 31 o2 concentrations conditions using a 2d axisymmetric fluid model based on local field approximation. as the pressure decreases from 101 kpa to 20 kpa, the axial reduced electric field, the mean electron energy and the electron diffusion coefficient increase, which leads to the acceleration of the streamer propagation velocity and the increase of the streamer channel radius. the opposite change of ionization cross section and gas molecular density caused by the decrease of pressure leads to the non monotonic change of the peak of net ionization rate. at medium low pressure, there is a wider ionization region at the streamer head. as the o2 concentration decreases from 31 to 1 in n2/o2, the streamer propagation velocity decreases. when the o2 concentration drops to 1 , the streamer velocity decreases with a descent gradient of nearly 4 times, compared to 11 o2. based on the space charge effect and chemical reaction rate, a possible mechanism is proposed to explain the abrupt change in the streamer velocity.","Chen, Minxin;Yang, Zefeng;Wei, Wenfu;Wu, Jian",xi'an jiaotong university;southwest jiaotong university,journal of physics d: applied physics,2024
10.1016/j.chemphys.2011.04.020,10.1016/j.jaecs.2024.100280,chemplaskin: a general purpose program for unified gas and plasma kinetics simulations,"this work introduces chemplaskin, a freely accessible solver optimized for zero dimensional (0d) simulations of chemical kinetics of neutral gas in non equilibrium plasma environments. by integrating the electron boltzmann equation solver, cppbolos, with the open source combustion library, cantera, at the source code level, chemplaskin computes time resolved evolution of species concentration and gas temperature in a unified gas–plasma kinetics framework. the model allows high fidelity predictions of both chemical thermal effects and plasma induced heating, including fast gas heating and slower vibrational–translational relaxation processes. additionally, a new heat loss model is developed for nanosecond pulsed discharges, specifically within pin–pin electrode configurations. with its versatility, chemplaskin is well suited for a wide range of applications, from plasma assisted combustion (pac) to fuel reforming. in this paper, the reliability, accuracy and efficiency of chemplaskin are validated through a number of test problems, demonstrating its utility in advancing gas–plasma kinetic studies.","Shao, Xiao;Lacoste, Deanna A.;Im, Hong G.",king abdullah university of science and technology,applications in energy and combustion science,2024
10.1016/j.chemphys.2011.04.020,10.1016/j.sciaf.2024.e02278,enhancing plasma discharge dynamics through analysis of secondary electron emission: a numerical modeling approach for improved thin film deposition,"this research examines the impact of the coefficient of secondary electron emission (see) on various discharge features of plasma to improve the performance of deposited thin films. unlike previous studies, we employed two dimensional numerical modeling (2d) of an icp reactor at a radiofrequency of 13.56 mhz and a low pressure of 1 torr, using a finite element approach. this detailed investigation into parameters such as ionization rate, electric field, electron temperature, and electron density provides new insights into plasma interactions. our findings reveal a significant correlation between the see coefficient and key plasma attributes. notably, increased secondary electrons lead to a substantial rise in electron density and a reduction in sheath thickness, indicating an impactful change in the spatial distribution of plasma particles. additionally, electron temperature increases exclusively in sheath regions, a novel observation not reported in earlier studies. furthermore, higher see coefficients correlate with increased ionization rates within each sheath, suggesting a crucial role in maintaining discharge processes. this comprehensive analysis uncovers complex interdependencies within the plasma discharge system, offering valuable advancements for thin film deposition techniques.","Guetbach, Yassmina;Said, Sara;Grari, Meryem;El melhaoui, Ouafae;Zoheir, Cifallah",université mohammed premier oujda;ehei,scientific african,2024
10.1016/j.chemphys.2011.04.020,10.1016/j.vacuum.2024.113427,experimental study of electron bombardment ion electric propulsion based on a co 2/xe mixed working medium,"an experimental study was carried out on the use of a mixture of co2 and xe as the propellant for an electron bombardment ion thruster. the working performance parameters of the ion thruster under different flow mixing conditions were investigated using measurements and diagnostics such as power supply electrical parameter measurements, thrust measurements, and plasma diagnostics. in depth studies of the particle species and the main electron collision reactions in the discharge chamber were carried out. the results showed that the co2 in the discharge chamber led to a significant increase in the mean anode voltage and voltage oscillation amplitude, and the direct participation of co2 in the discharge reaction could effectively improve the beam current and thrust of the ion thruster. when 5 sccm of co2 was injected into the discharge chamber, the maximum measured thrust was increased by approximately 31.8 compared to the state without co2 injection. the addition of xe led to a significant decrease in the discharge voltage and hence an increase in the electron number density, which significantly promoted co2 dissociation and ionization. the insights obtained from this work can provide ideas for subsequent research related to an ion thruster using a mixed propellant.","Yang, Yunfan;Zhou, Siyin;Wang, Zitong;Liu, Xiang;Yuan, Shuhui;Han, Jinhui;Nie, Wansheng",space engineering university,vacuum,2024
10.1016/j.chemphys.2011.04.020,10.1134/S1063780X24601263,on the characteristics of electron diffusion and drift in inert gases,"the problem of calculating kinetic characteristics during electron drift in inert gases in a wide range of the reduced electric field strength: 0.001 td e/n 10 000 td is considered. for the case of a weak field e/n 0.01 td, there is little reference data, and the drift velocity, average energy, longitudinal and transverse diffusion coefficients and ionization coefficient for the cases of a weak field and a moderately strong field e/n 100 td were calculated using the method of dynamics of many particles involving collisions in accordance with the monte carlo procedure. for the cases of strong and superstrong fields 100 td e/n 10 000 td, the results of calculations for two models of electron departure from the system were considered and analyzed for the first time: (1) an avalanche model with multiplication; (2) a model with the most energetic electron in the system leaving the wall during the act of ionization or transition to the escape mode. taking into account the appearance of new electrons in the system during ionization events under stationary current conditions made it possible to include the departure of electrons from the system to the wall with the determination of its potential into the consideration and, by analogy with the ionization coefficient, to introduce the definition of the electron runaway coefficient. for these two models, tabulated values of the electron runaway coefficient were obtained. an analysis and comparison of the calculation results with the table data was carried out. in addition, we present analytical approximations of the elastic and inelastic cross sections of electron–atom collisions depending on the collision energy that we obtained based on an analysis of the available theoretical and experimental data. they have physically reasonable asymptotics and can be recommended by us for widespread use.","Maiorov, S. A.;Golyatina, R. I.;Kodanova, S. K.;Ramazanov, T. S.",al farabi kazakh national university;prokhorov general physics institute of the russian academy of sciences;joint institute for high temperatures of the russian academy of sciences,plasma physics reports,2024
10.1016/j.chemphys.2011.04.020,10.1140/epjp/s13360-024-05439-x,electron collision cross sections in tetrafluoropropene hfo1234ze(e) for gas mixtures in resistive plate chambers,"in recent years, there has been growing interest in tetrafluoropropene hfo1234ze(e) (c3h2f4) for resistive plate chambers (rpcs). this novel gas is considered a promising alternative to the standard mixtures currently used in rpcs, thanks to its low global warming potential. the knowledge of electron collision cross sections in c3h2f4 enables reliable predictions of electron transport coefficients and reaction rates in c3h2f4 based gas mixtures. this allows for optimizing the c3h2f4 based gas mixtures to achieve the desired performance in rpcs. from measurements of electron transport coefficients and reaction rates, a complete set of scattering cross sections for electrons in c3h2f4 has been derived. validation of the electron collision cross sections is achieved through systematic comparisons of electron swarm parameters with experimental data in both pure c3h2f4 and c3h2f4/co2 gas mixtures. given the influence of electron attachment in c3h2f4 by the gas density, this work also includes precise calculations of the critical electric field strength in such mixtures. this set of cross sections has been further utilized to compute the effective ionization townsend coefficient in gas mixtures containing c3h2f4, potentially applicable for rpcs.","Bianchi, Antonio;Ferretti, Alessandro;Gagliardi, Martino;Vercellin, Ermanno","istituto nazionale di fisica nucleare, sezione di milano;università degli studi di torino",european physical journal plus,2024
10.1016/j.chemphys.2011.04.020,10.1093/mnras/stae1513,carbon monoxide cooling in radiative transfer modelling of supernovae,"carbon monoxide (co) emission has been observed in a number of core collapse supernovae (sne) and is known to be an important coolant at late times. we have implemented a chemical reaction network in the radiative transfer code cmfgen to investigate the formation of co and its impact on sn ejecta. we calculate two 1d sn models with and without co: a bsg explosion model at one nebular epoch and a full time sequence (50–300 d) for a red supergiant explosion. in both models, co forms at nebular times in the dense, inner regions at velocities 2000 km s 1 where line emission from co can dominate the cooling and reduce the local temperature by as much as a factor of 2, weakening emission lines and causing the optical light curve to fade faster. that energy is instead emitted in co bands, primarily the fundamental band at 4.5 m, which accounts for up to 20 per cent of the total luminosity at late times. however, the non monotonic nature of the co cooling function can cause numerical difficulties and introduce multiple temperature solutions. this issue is compounded by the sensitivity of the co abundance to a few reaction rates, many of which have large uncertainties or disparate values across literature sources. our results also suggest that, in many sne, co level populations are far from their local thermodynamic equilibrium values. unfortunately, accurate collisional data, necessary to compute non local thermodynamic equilibrium populations, are limited to a few transitions.","McLeod, Collin;Hillier, D. John;Dessart, Luc",university of pittsburgh;institut d’astrophysique de paris,monthly notices of the royal astronomical society,2024
10.1016/j.chemphys.2011.04.020,10.1088/1361-6595/ad4ddd,characterization of oh species in khz air/h 2o atmospheric pressure dielectric barrier discharges,"this work numerically studies densities and reaction mechanisms of oh species generated in atmospheric pressure air dielectric barrier discharges with the model validated by experiments. the power consumption is measured, and the number of microdischarges (mds) generated within a half period is captured by an intensified charge coupled device (ccd) camera. the oh densities of cases with various h2o concentrations are measured using ultraviolet absorption spectroscopy. the numerical model integrating the 1.5d discharge fluid model and 3d background gas model (bgm) is adopted to predict the md behavior and the generation of species related to oh generation. the simulated oh densities cover the range of 1.1 1019 and 1.6 1019 m 3 in the cases studied, agreeing with those measured. the simulated results show that most oh radicals are generated in mds, while the reactive section contributes around 2 of the total oh generation. the detailed analysis shows that atomic oxygen (o(1d) and o) and o3 contribute most of the oh generation in the mds. in contrast, the self association reactions (i.e. 2oh + m h2o2 + m and 2oh o + h2o) and no x species consume more than 64 of oh radicals generated in mds. in the bgm, it is interesting to find that reactive species no x play significant roles in both the oh generation and depletion in the reactive section. the distributions of species related to the oh species obtained by the bgm are presented to elucidate the detailed chemistry of oh species in the reactive section.","Huang, Cheng Liang;Liao, Tzu Yi;He, Yi Ting;Lin, Guan Jung;Lai, Wei Hong;Chen, Yi Chi;Lin, Kun Mo",national chiayi university;national chung cheng university,plasma sources science and technology,2024
10.1016/j.chemphys.2011.04.020,10.1016/j.fuel.2024.131244,numerical investigation of nanosecond plasma assisted ignition in blast furnace gas,"the ignition delay of blast furnace gas (bfg) and air mixtures is numerically investigated in a constant pressure reactor employing plasma assisted ignition. given the absence of a well established chemical kinetic mechanism for plasma assisted ignition in bfg and air mixtures, this study develops a mechanism by integrating well validated plasma kinetics reactions involving co2 with co and h2, along with pre existing plasma kinetics for air. the study explores the influence of various factors on ignition delay time, including the reduced electric field, the number of nanosecond pulses, equivalence ratio, and molar fraction of hydrogen. it is found that the utilization of nanosecond pulsed plasma results in a notable enhancement of the ignition delay time in bfg. under lower reduced electric field conditions, the vibrational states of n2 predominantly contribute to the generation of o radicals. increasing the number of nanosecond pulses facilitates the ignition in bfg and air mixtures while maintaining the same overall deposition energy. ignition occurs more rapidly in fuel rich mixtures due to the elevated accumulation of o, h, oh radicals during the final nanosecond pulse in rich mixtures. when the h2 concentration is elevated to 3 , the electron impact reaction h2 + e e + h + h becomes a more significant source of h radicals during the nanosecond pulse, in contrast to the 1 h2 case. additionally, this study investigate the effect of species at the last nanosecond pulse on ignition delay time of bfg. the results indicate that the impact of nanosecond plasma on the ignition delay time of bfg can be captured by considering the concentration of the primitive bfg/air species (co, co2, h2, o2, n2) and key radicals (o, h, oh) at the last nanosecond pulse.","You, Binchuan;Li, Shangpeng;Zheng, Hongtao;Li, Shuying;Zhang, Huangwei",national university of singapore;harbin engineering university,fuel,2024
10.1016/j.chemphys.2011.04.020,10.1051/0004-6361/202347925,modeling the structure of the dayside venusian ionosphere: impacts of protonation and coulomb interaction,"context. the co2 dominated thick atmosphere of venus coexists with an ionosphere that is mainly formed, on the dayside, via the ionization of atmospheric neutrals by solar extreme ultraviolet and soft x ray photons. despite extensive modeling efforts that have reproduced the electron distribution reasonably well, we note two main shortcomings with respect to prior studies. the effects of pro tonation and coulomb interaction are crucial to unveiling the structure and composition of the venusian ionosphere. aims. we evaluate the role of protonated species on the structure of the dayside venusian ionosphere for the first time. we also evaluate the role of ion ion coulomb collisions, which are neglected in many existing models. methods. focusing on the solar minimum condition for which the effect of protonation is expected to be more prominent, we constructed a detailed one dimensional photochemical model for the dayside venusian ionosphere, incorporating more than 50 ion and neutral species (of which 17 are protonated species), along with the most thorough chemical network to date. we included both ion neutral and ion ion coulomb collisions. photoelectron impact processes were implemented with a two stream kinetic model. results. our model reproduces the observed electron distribution reasonably well. the model indicates that protonation tends to diverge the ionization flow into more channels via a series of proton transfer reactions along the direction of low to high proton affinities for parent neutrals. in addition, the distribution of o2+ is enhanced by protonation by a factor of nearly 2 at high altitudes, where it is efficiently produced via the reaction between o and oh+. we find that coulomb collisions influence the topside venusian ionosphere not only directly by suppressing ion diffusion, but also indirectly by modifying ion chemistry. two ion groups can be distinguished in terms of the effects of coulomb collisions: one group preferentially produced at high altitudes and accumulated in the topside ionosphere, which is to be compared with another group that is preferentially produced at low altitudes and, instead, depleted in the topside ionosphere. conclusions. both protonation and coulomb collisions have appreciable impacts on the topside venusian ionosphere, which account for many of the significant differences in the model ion distribution between this study and early calculations.","Wu, Xiaoshu;Cui, Jun;Wu, Shiqi;Gu, Hao;Cao, Yutian;Liang, Wenjun;Liao, Shuxin",sun yat sen university;chinese academy of sciences,astronomy and astrophysics,2024
10.1016/j.chemphys.2011.04.020,10.1088/1361-6595/ad2c9a,micro discharge in tortuous pores: splitting quenching of primary ionization wave and the role of pre ionization,"porous discharge has been widely studied recent years, however the discharge development inside the pores with complicated structure was little involved. in this paper, the discharge developments in vertical and tortuous pore are studied using a 2d fluid model in cartesian coordinate system established by comsol multiphysics. the discharge develops symmetrically and bilaterally in vertical pore, and along the higher potential sidewall in tortuous pore, respectively. for tortuous pore, there are two pre ionization process with negative and positive polarity successively, the latter one splits off from the former one and is in the form of multiple ionizing heads propagating simultaneously in string. the negative one can induce the primary discharge to deflect at the channel elbow joint in a splitting quenching way or directly deflect it by bridging with it. for the positive one, the multiple ionizing heads can distort the electric field and short cut the potential and thus accelerate the primary discharge. furthermore, the discharge can be enhanced deep inside the tortuous pore by the large number of seed electrons provided by pre ionization. the influence of the dielectric constant is also studied, with the dielectric constant increases, the discharge can maintain bilateral morphology in tortuous pores for a deeper development distance.","Peng, Dingyuan;Duan, Jialu;Li, Lan;Zhang, Ruobing",tsinghua university,plasma sources science and technology,2024
10.1016/j.chemphys.2011.04.020,10.1002/ppap.202300113,"the influence of individual evaluation of electron impact ionization, attachment, and photoionization rates on positive streamer propagation","this study evaluates the individual effects of electron impact ionization, attachment, and photoionization on streamer propagation to provide a deeper understanding of the streamer propagation mechanism and useful knowledge to obtain the best set of input data for verification and validation studies. the results show that streamers with higher electron impact ionization rates have higher propagation velocities and lower electric fields, while those with higher attachment rates have slower propagation velocities and higher electric fields. streamers with higher photoionization rates have lower electric fields at the head, but the velocity remains largely unaffected. the effects of different rates of ionization, attachment, and photoionization have been analyzed using an analytical solution called the diameter speed relation.","Wei, Zhenyu;Komuro, Atsushi;Ono, Ryo",the university of tokyo,plasma processes and polymers,2024
10.1016/j.chemphys.2011.04.020,10.1109/ICEPE-ST61894.2024.10792634,simulation of electrical breakdown characteristics of eco friendly c 4f 7n/co 2 gas mixture,"the greenhouse effect caused by sf6 in the power industry has become an increasingly pressing issue, leading to a growing focus in recent years on eco friendly alternative gases such as the c4f7n/co2 mixture. this paper investigates the electrical breakdown characteristics of eco friendly c4f7n/co2 mixed gas through numerical simulations. electron transport parameters are calculated based on the boltzmann equation, and a fluid dynamics model is introduced to simulate the spatiotemporal evolution of charged particles and the electric field distribution in the needle plane electrode gap. the results indicate that during corona discharge, the maximum electron density always appears at the tip of the needle electrode, whereas, in streamer discharge, the electron density gradually increases from the needle electrode to the streamer head. by iteratively solving based on this characteristic, the breakdown voltage can be determined. the findings of this study provide a reference method for quickly predicting the insulating properties of c4f7n/co2 mixed gas under different conditions and offer theoretical foundations for developing eco friendly insulating equipment.","Chen, Sheng;Xu, Bowen;Lin, Xin;Geng, Zhenxin;Li, Shuang","state grid liaoning electric power supply co., ltd.;xi'an jiaotong liverpool university;shenyang university of technology",icepe st 2024 7th international conference on electric power equipment switching technology,2024
10.1016/j.chemphys.2011.04.020,10.2298/SOS230326038N,cross section sets and transport parameters for ar + ions in cf 4 gas,"understanding plasma distribution, characteristics and phenomena is important for the development and optimization of semiconductor device manufacturing plasma equipment, such as etching and deposition tools. for this reason, plasma simulation is currently being utilized at every stage of equipment design, development and improvement. the cross section sets obtained by applying denpoh nanbu theory to ar+ on cf4 collisions were found to be in general qualitative and in part quantitative agreement with data from the literature. the monte carlo technique was applied to perform calculations of transport parameters. calculated cross sections can be used to obtain transport coefficients, specially drift velocity, characteristic energy, reduced mobility, longitudinal diffusion and rate coefficients for low and moderate reduced electric fields e/n (e electric field strength; n gas density) and accounting for the non conservative collisions.","Nikitović, Željka;Raspopović, Zoran",university of belgrade,science of sintering,2024
10.1016/j.chemphys.2011.04.020,10.15199/48.2024.06.04,collision chemistry impact on townsend s avalanche development,"this article explores the impact of collision chemistry on townsend s avalanche development through an innovative computational approach. by combining the particle in cell algorithm and monte carlo collisions, we determine the)rst townsend coef)cient for helium gas. further, we investigate the in uence of a variable number of excitation collisions to achieve accurate compliance with experimental results. this work involves the use of a custom built meta programming library in the julia programming language, enabling automatic code generation for enhanced ef)ciency and reproducibility.","Łodyga, Wiktor",politechnika warszawska,przeglad elektrotechniczny,2024
10.1016/j.chemphys.2011.04.020,10.1109/REEPE60449.2024.10479724,analysis of the selection of the cold plasma device therapeutic electrode electrical characteristics,"in this research for specific therapeutic effects in dermatology, mathematical modeling of the barrier discharge ignition process on the human skin surface was conducted. the modeling aimed to investigate the influence of the dielectric material of the therapeutic electrode on the processes occurring in the discharge at various plasma generation powers for different skin conditions. the research revealed that when the discharge plasma interacts with a thin section of skin tissue with relatively high dielectric permittivity at high generation powers, it can be recommended to use a dielectric electrode material with relatively low electrical resistance and capacitance to limit the current density in the discharge. otherwise, the application of non thermal plasma to affected skin areas would be considered as a method of darsonvalization.","Arakelian, Mariia;Kobelev, Alexander",bauman moscow state technical university,"proceedings of the 2024 6th international youth conference on radio electronics, electrical and power engineering, reepe 2024",2024
